ticker,company_name,sector,industry,market_cap,country
DXCM,"DexCom, Inc.",healthcare,Medical Devices,28647493632,United States
FANG,"Diamondback Energy, Inc.",energy,Oil & Gas E&P,45691154432,United States
DLR,"Digital Realty Trust, Inc.",real-estate,REIT - Specialty,51701358592,United States
DFS,Discover Financial Services,financial-services,Credit Services,41520861184,United States
DG,Dollar General Corporation,consumer-defensive,Discount Stores,18322034688,United States
DLTR,"Dollar Tree, Inc.",consumer-defensive,Discount Stores,14154942464,United States
D,"Dominion Energy, Inc.",utilities,Utilities - Regulated Electric,46628433920,United States
DPZ,"Domino's Pizza, Inc.",consumer-cyclical,Restaurants,15859789824,United States
DOV,Dover Corporation,industrials,Specialty Industrial Machinery,24651098112,United States
DOW,Dow Inc.,basic-materials,Chemicals,25562771456,United States
DHI,"D.R. Horton, Inc.",consumer-cyclical,Residential Construction,41293901824,United States
DTE,DTE Energy Company,utilities,Utilities - Regulated Electric,28353185792,United States
DUK,Duke Energy Corporation,utilities,Utilities - Regulated Electric,92776431616,United States
DD,"DuPont de Nemours, Inc.",basic-materials,Specialty Chemicals,31520894976,United States
EMN,Eastman Chemical Company,basic-materials,Specialty Chemicals,10167030784,United States
ETN,Eaton Corporation plc,industrials,Specialty Industrial Machinery,115550306304,Ireland
EBAY,eBay Inc.,consumer-cyclical,Internet Retail,30604552192,United States
ECL,Ecolab Inc.,basic-materials,Specialty Chemicals,71052058624,United States
EIX,Edison International,utilities,Utilities - Regulated Electric,22539304960,United States
EW,Edwards Lifesciences Corporation,healthcare,Medical Devices,41302917120,United States
EA,Electronic Arts Inc.,communication-services,Electronic Gaming & Multimedia,37659299840,United States
ELV,"Elevance Health, Inc.",healthcare,Healthcare Plans,97568112640,United States
EMR,Emerson Electric Co.,industrials,Specialty Industrial Machinery,63097593856,United States
ENPH,"Enphase Energy, Inc.",technology,Solar,8193331200,United States
ETR,Entergy Corporation,utilities,Utilities - Regulated Electric,36267556864,United States
EOG,"EOG Resources, Inc.",energy,Oil & Gas E&P,68817002496,United States
EPAM,"EPAM Systems, Inc.",technology,Information Technology Services,9993532416,United States
EQT,EQT Corporation,energy,Oil & Gas E&P,31721132032,United States
EFX,Equifax Inc.,industrials,Consulting Services,30147753984,United States
EQIX,"Equinix, Inc.",real-estate,REIT - Specialty,82067423232,United States
EQR,Equity Residential,real-estate,REIT - Residential,27278417920,United States
ERIE,Erie Indemnity Company,financial-services,Insurance Brokers,21446963200,United States
ESS,"Essex Property Trust, Inc.",real-estate,REIT - Residential,20748939264,United States
EL,The Estée Lauder Companies Inc.,consumer-defensive,Household & Personal Products,24239396864,United States
EG,"Everest Group, Ltd.",financial-services,Insurance - Reinsurance,15217992704,Bermuda
EVRG,"Evergy, Inc.",utilities,Utilities - Regulated Electric,15548607488,United States
ES,Eversource Energy,utilities,Utilities - Regulated Electric,22315198464,United States
EXC,Exelon Corporation,utilities,Utilities - Regulated Electric,44318806016,United States
EXPE,"Expedia Group, Inc.",consumer-cyclical,Travel Services,22356688896,United States
EXPD,"Expeditors International of Washington, Inc.",industrials,Integrated Freight & Logistics,15968922624,United States
EXR,Extra Space Storage Inc.,real-estate,REIT - Industrial,31992004608,United States
XOM,Exxon Mobil Corporation,energy,Oil & Gas Integrated,499611205632,United States
FFIV,"F5, Inc.",technology,Software - Infrastructure,15288813568,United States
FDS,FactSet Research Systems Inc.,financial-services,Financial Data & Stock Exchanges,16393402368,United States
FICO,Fair Isaac Corporation,technology,Software - Application,45079121920,United States
FAST,Fastenal Company,industrials,Industrial Distribution,43041742848,United States
FRT,Federal Realty Investment Trust,real-estate,REIT - Retail,8214281216,United States
FDX,FedEx Corporation,industrials,Integrated Freight & Logistics,55359606784,United States
FIS,"Fidelity National Information Services, Inc.",technology,Information Technology Services,39093387264,United States
FITB,Fifth Third Bancorp,financial-services,Banks - Regional,26245490688,United States
FSLR,"First Solar, Inc.",technology,Solar,13924483072,United States
FE,FirstEnergy Corp.,utilities,Utilities - Regulated Electric,22886221824,United States
FI,"Fiserv, Inc.",technology,Information Technology Services,123138392064,United States
FMC,FMC Corporation,basic-materials,Agricultural Inputs,5161657856,United States
F,Ford Motor Company,consumer-cyclical,Auto Manufacturers,39734775808,United States
FTNT,"Fortinet, Inc.",technology,Software - Infrastructure,75474804736,United States
FTV,Fortive Corporation,technology,Scientific & Technical Instruments,25375424512,United States
FOXA,Fox Corporation,communication-services,Entertainment,23548045312,United States
FOX,Fox Corporation,communication-services,Entertainment,23502045184,United States
BEN,"Franklin Resources, Inc.",financial-services,Asset Management,10473808896,United States
FCX,Freeport-McMoRan Inc.,basic-materials,Copper,57569026048,United States
GRMN,Garmin Ltd.,technology,Scientific & Technical Instruments,40309600256,Switzerland
IT,"Gartner, Inc.",technology,Information Technology Services,32805212160,United States
GE,GE Aerospace,industrials,Aerospace & Defense,217177014272,United States
GEHC,GE HealthCare Technologies Inc.,healthcare,Health Information Services,37363531776,United States
GEV,GE Vernova Inc.,utilities,Utilities - Renewable,91651547136,United States
GEN,Gen Digital Inc.,technology,Software - Infrastructure,16840425472,United States
GNRC,Generac Holdings Inc.,industrials,Specialty Industrial Machinery,7849971200,United States
GD,General Dynamics Corporation,industrials,Aerospace & Defense,71172612096,United States
GIS,"General Mills, Inc.",consumer-defensive,Packaged Foods,32133228544,United States
GM,General Motors Company,consumer-cyclical,Auto Manufacturers,49645625344,United States
GPC,Genuine Parts Company,consumer-cyclical,Auto Parts,16573345792,United States
GILD,"Gilead Sciences, Inc.",healthcare,Drug Manufacturers - General,131969744896,United States
GPN,Global Payments Inc.,industrials,Specialty Business Services,23977826304,United States
GL,Globe Life Inc.,financial-services,Insurance - Life,10635932672,United States
GDDY,GoDaddy Inc.,technology,Software - Infrastructure,25530306560,United States
GS,"The Goldman Sachs Group, Inc.",financial-services,Capital Markets,175994175488,United States
HAL,Halliburton Company,energy,Oil & Gas Equipment & Services,21381105664,United States
HIG,"The Hartford Insurance Group, Inc.",financial-services,Insurance - Property & Casualty,34179375104,United States
HAS,"Hasbro, Inc.",consumer-cyclical,Leisure,8458369536,United States
HCA,"HCA Healthcare, Inc.",healthcare,Medical Care Facilities,81200209920,United States
DOC,"Healthpeak Properties, Inc.",real-estate,REIT - Healthcare Facilities,14024314880,United States
HSIC,"Henry Schein, Inc.",healthcare,Medical Distribution,8664450048,United States
HSY,The Hershey Company,consumer-defensive,Confectioners,33705482240,United States
HES,Hess Corporation,energy,Oil & Gas E&P,48129007616,United States
HPE,Hewlett Packard Enterprise Company,technology,Communication Equipment,21109231616,United States
HLT,Hilton Worldwide Holdings Inc.,consumer-cyclical,Lodging,54694313984,United States
HOLX,"Hologic, Inc.",healthcare,Medical Instruments & Supplies,13769103360,United States
HD,"The Home Depot, Inc.",consumer-cyclical,Home Improvement Retail,350478336000,United States
HON,Honeywell International Inc.,industrials,Conglomerates,137132900352,United States
HRL,Hormel Foods Corporation,consumer-defensive,Packaged Foods,16425902080,United States
HST,"Host Hotels & Resorts, Inc.",real-estate,REIT - Hotel & Motel,10361885696,United States
HWM,Howmet Aerospace Inc.,industrials,Aerospace & Defense,52733992960,United States
HPQ,HP Inc.,technology,Computer Hardware,26758623232,United States
HUBB,Hubbell Incorporated,industrials,Electrical Equipment & Parts,18102382592,United States
HUM,Humana Inc.,healthcare,Healthcare Plans,32278136832,United States
HBAN,Huntington Bancshares Incorporated,financial-services,Banks - Regional,21933160448,United States
HII,"Huntington Ingalls Industries, Inc.",industrials,Aerospace & Defense,7871822336,United States
IBM,International Business Machines Corporation,technology,Information Technology Services,226799501312,United States
IEX,IDEX Corporation,industrials,Specialty Industrial Machinery,13756690432,United States
IDXX,"IDEXX Laboratories, Inc.",healthcare,Diagnostics & Research,34126938112,United States
ITW,Illinois Tool Works Inc.,industrials,Specialty Industrial Machinery,73785901056,United States
INCY,Incyte Corporation,healthcare,Biotechnology,12018807808,United States
IR,Ingersoll Rand Inc.,industrials,Specialty Industrial Machinery,32587245568,United States
PODD,Insulet Corporation,healthcare,Medical Devices,18756687872,United States
INTC,Intel Corporation,technology,Semiconductors,106128293888,United States
ICE,"Intercontinental Exchange, Inc.",financial-services,Financial Data & Stock Exchanges,99991543808,United States
IFF,International Flavors & Fragrances Inc.,basic-materials,Specialty Chemicals,19997530112,United States
IP,International Paper Company,consumer-cyclical,Packaging & Containers,27008677888,United States
IPG,"The Interpublic Group of Companies, Inc.",communication-services,Advertising Agencies,9964634112,United States
INTU,Intuit Inc.,technology,Software - Application,167756759040,United States
ISRG,"Intuitive Surgical, Inc.",healthcare,Medical Instruments & Supplies,175232303104,United States
IVZ,Invesco Ltd.,financial-services,Asset Management,6886356480,United States
INVH,Invitation Homes Inc.,real-estate,REIT - Residential,20845795328,United States
IQV,IQVIA Holdings Inc.,healthcare,Diagnostics & Research,32427855872,United States
IRM,Iron Mountain Incorporated,real-estate,REIT - Specialty,25749336064,United States
JBHT,"J.B. Hunt Transport Services, Inc.",industrials,Integrated Freight & Logistics,14862188544,United States
JBL,Jabil Inc.,technology,Electronic Components,15836570624,United States
JKHY,"Jack Henry & Associates, Inc.",technology,Information Technology Services,12676179968,United States
J,Jacobs Solutions Inc.,industrials,Engineering & Construction,14826598400,United States
JNJ,Johnson & Johnson,healthcare,Drug Manufacturers - General,393576742912,United States
JCI,Johnson Controls International plc,industrials,Building Products & Equipment,54369050624,Ireland
JPM,JPMorgan Chase & Co.,financial-services,Banks - Diversified,676854366208,United States
JNPR,"Juniper Networks, Inc.",technology,Communication Equipment,12021496832,United States
K,Kellanova,consumer-defensive,Packaged Foods,28407824384,United States
KVUE,Kenvue Inc.,consumer-defensive,Household & Personal Products,44388548608,United States
KDP,Keurig Dr Pepper Inc.,consumer-defensive,Beverages - Non-Alcoholic,45491822592,United States
KEY,KeyCorp,financial-services,Banks - Regional,17936097280,United States
KEYS,"Keysight Technologies, Inc.",technology,Scientific & Technical Instruments,26720901120,United States
KMB,Kimberly-Clark Corporation,consumer-defensive,Household & Personal Products,45940436992,United States
KIM,Kimco Realty Corporation,real-estate,REIT - Retail,14096207872,United States
KMI,"Kinder Morgan, Inc.",energy,Oil & Gas Midstream,61848252416,United States
KKR,KKR & Co. Inc.,financial-services,Asset Management,107794489344,United States
KLAC,KLA Corporation,technology,Semiconductor Equipment & Materials,94111907840,United States
KHC,The Kraft Heinz Company,consumer-defensive,Packaged Foods,35365728256,United States
KR,The Kroger Co.,consumer-defensive,Grocery Stores,43099000832,United States
LHX,"L3Harris Technologies, Inc.",industrials,Aerospace & Defense,39082471424,United States
LH,Labcorp Holdings Inc.,healthcare,Diagnostics & Research,19664898048,United States
LRCX,Lam Research Corporation,technology,Semiconductor Equipment & Materials,97795637248,United States
LW,"Lamb Weston Holdings, Inc.",consumer-defensive,Packaged Foods,7588500992,United States
LVS,Las Vegas Sands Corp.,consumer-cyclical,Resorts & Casinos,30158759936,United States
LDOS,"Leidos Holdings, Inc.",technology,Information Technology Services,17090284544,United States
LEN,Lennar Corporation,consumer-cyclical,Residential Construction,30361675776,United States
LII,Lennox International Inc.,industrials,Building Products & Equipment,20181340160,United States
LLY,Eli Lilly and Company,healthcare,Drug Manufacturers - General,756672299008,United States
LIN,Linde plc,basic-materials,Specialty Chemicals,215420862464,United Kingdom
LYV,"Live Nation Entertainment, Inc.",communication-services,Entertainment,28299784192,United States
LKQ,LKQ Corporation,consumer-cyclical,Auto Parts,10532059136,United States
LMT,Lockheed Martin Corporation,industrials,Aerospace & Defense,102508249088,United States
L,Loews Corporation,financial-services,Insurance - Property & Casualty,18569840640,United States
LOW,"Lowe's Companies, Inc.",consumer-cyclical,Home Improvement Retail,126495596544,United States
LULU,Lululemon Athletica Inc.,consumer-cyclical,Apparel Retail,39142891520,Canada
